item,itemLabel,startDate,endDate,sourceDate,psid
Q335688,Milorad Dodik,1998-01-19,2001-01-12,,Q335688-52E35502-FBD9-4238-9362-B38FD9708743
Q944643,Mladen Ivanić,2001-01-16,2003-01-17,,Q944643-0c67560f-446e-e58e-7229-0e59c13acbca
Q705229,Dragan Mikerević,2003-01-17,2005-02-17,,Q705229-E55F617D-4470-48D2-B550-852BC8752842
Q3445847,Pero Bukejlović,2005-01-17,2006-02-28,,Q3445847-D5F866CD-AAA3-47BA-A39B-29E24D9C8467
Q335688,Milorad Dodik,2006-02-28,2010-11-15,,Q335688-98C7A782-FA0D-40AB-A181-AEAD2A052C23
Q1282695,Anton Kasipović,2010-11-15,2010-12-29,,Q1282695-B815B139-3751-44E2-9CEC-57DF8897BD6F
Q75457,Aleksandar Džombić,2010-12-29,2013-03-12,,Q75457-412D8969-74C4-47D2-A505-589B367EB63F
Q5528031,Željka Cvijanović,2013-03-12,2018-11-19,,Q5528031-8CBED579-E9A0-44FD-B9E8-3CD4FF78C08C
Q391160,Srebrenka Golić,2018-11-19,2018-12-18,,Q391160-15745117-05C2-47CD-BD62-DB853AB05720
Q58416549,Radovan Višković,2018-12-18,,,Q58416549-E3D52A18-81A4-4849-80F3-FE78327D052D
